Area;Element;Item;Year;Unit;Value
Türkiye;Production;Poppy seed;2017;t;15244
Türkiye;Production;Poppy seed;2018;t;26991
Türkiye;Production;Poppy seed;2019;t;27288
Türkiye;Production;Poppy seed;2020;t;20542
Türkiye;Production;Poppy seed;2021;t;21037
Türkiye;Production;Poppy seed;2022;t;12240
Türkiye;Production;Potatoes;2012;t;4795122
Türkiye;Production;Potatoes;2013;t;3948000
Türkiye;Production;Potatoes;2014;t;4166000
Türkiye;Production;Potatoes;2015;t;4760000
Türkiye;Production;Potatoes;2016;t;4750000
Türkiye;Production;Potatoes;2017;t;4800000
Türkiye;Production;Potatoes;2018;t;4550000
Türkiye;Production;Potatoes;2019;t;4979824
Türkiye;Production;Potatoes;2020;t;5200000
Türkiye;Production;Potatoes;2021;t;5100000
Türkiye;Production;Potatoes;2022;t;5200000
Türkiye;Production;Pumpkins, squash and gourds;2012;t;428130
Türkiye;Production;Pumpkins, squash and gourds;2013;t;424371
Türkiye;Production;Pumpkins, squash and gourds;2014;t;429861
Türkiye;Production;Pumpkins, squash and gourds;2015;t;449898
Türkiye;Production;Pumpkins, squash and gourds;2016;t;489999
Türkiye;Production;Pumpkins, squash and gourds;2017;t;580624
Türkiye;Production;Pumpkins, squash and gourds;2018;t;616777
Türkiye;Production;Pumpkins, squash and gourds;2019;t;590414
Türkiye;Production;Pumpkins, squash and gourds;2020;t;698051
Türkiye;Production;Pumpkins, squash and gourds;2021;t;771651
Türkiye;Production;Pumpkins, squash and gourds;2022;t;744300
Türkiye;Production;Quinces;2012;t;136577
Türkiye;Production;Quinces;2013;t;139311
Türkiye;Production;Quinces;2014;t;107243
Türkiye;Production;Quinces;2015;t;112900
Türkiye;Production;Quinces;2016;t;126400
Türkiye;Production;Quinces;2017;t;174038
Türkiye;Production;Quinces;2018;t;176479
Türkiye;Production;Quinces;2019;t;180542
Türkiye;Production;Quinces;2020;t;189251
Türkiye;Production;Quinces;2021;t;192012
Türkiye;Production;Quinces;2022;t;197503
Türkiye;Production;Rape or colza seed;2012;t;110000
Türkiye;Production;Rape or colza seed;2013;t;102000
Türkiye;Production;Rape or colza seed;2014;t;110000
Türkiye;Production;Rape or colza seed;2015;t;120000
Türkiye;Production;Rape or colza seed;2016;t;125000
Türkiye;Production;Rape or colza seed;2017;t;60000
Türkiye;Production;Rape or colza seed;2018;t;125000
Türkiye;Production;Rape or colza seed;2019;t;180000
Türkiye;Production;Rape or colza seed;2020;t;121542
Türkiye;Production;Rape or colza seed;2021;t;140000
Türkiye;Production;Rape or colza seed;2022;t;150000
Türkiye;Production;Rice;2012;t;880000
Türkiye;Production;Rice;2013;t;900000
Türkiye;Production;Rice;2014;t;830000
Türkiye;Production;Rice;2015;t;920000
Türkiye;Production;Rice;2016;t;920000
Türkiye;Production;Rice;2017;t;900000
Türkiye;Production;Rice;2018;t;940000
Türkiye;Production;Rice;2019;t;1000000
Türkiye;Production;Rice;2020;t;980000
Türkiye;Production;Rice;2021;t;1000000
Türkiye;Production;Rice;2022;t;950000
Türkiye;Production;Rye;2012;t;370000
Türkiye;Production;Rye;2013;t;365000
Türkiye;Production;Rye;2014;t;300000
Türkiye;Production;Rye;2015;t;330000
Türkiye;Production;Rye;2016;t;300000
Türkiye;Production;Rye;2017;t;320000
Türkiye;Production;Rye;2018;t;320000
Türkiye;Production;Rye;2019;t;310000
Türkiye;Production;Rye;2020;t;295681
Türkiye;Production;Rye;2021;t;200000
Türkiye;Production;Rye;2022;t;273000
Türkiye;Production;Safflower seed;2012;t;19945
Türkiye;Production;Safflower seed;2013;t;45000
Türkiye;Production;Safflower seed;2014;t;62000
Türkiye;Production;Safflower seed;2015;t;70000
Türkiye;Production;Safflower seed;2016;t;58000
Türkiye;Production;Safflower seed;2017;t;50000
Türkiye;Production;Safflower seed;2018;t;35000
Türkiye;Production;Safflower seed;2019;t;21883
Türkiye;Production;Safflower seed;2020;t;21325
Türkiye;Production;Safflower seed;2021;t;16200
Türkiye;Production;Safflower seed;2022;t;30000
Türkiye;Production;Seed cotton, unginned;2012;t;2320000
Türkiye;Production;Seed cotton, unginned;2013;t;2250000
Türkiye;Production;Seed cotton, unginned;2014;t;2350000
Türkiye;Production;Seed cotton, unginned;2015;t;2050000
Türkiye;Production;Seed cotton, unginned;2016;t;2100000
Türkiye;Production;Seed cotton, unginned;2017;t;2450000
Türkiye;Production;Seed cotton, unginned;2018;t;2570000
Türkiye;Production;Seed cotton, unginned;2019;t;2200000
Türkiye;Production;Seed cotton, unginned;2020;t;1773646
Türkiye;Production;Seed cotton, unginned;2021;t;2250000
Türkiye;Production;Seed cotton, unginned;2022;t;2750000
Türkiye;Production;Sesame seed;2012;t;16221
Türkiye;Production;Sesame seed;2013;t;15457
Türkiye;Production;Sesame seed;2014;t;17716
Türkiye;Production;Sesame seed;2015;t;18530
Türkiye;Production;Sesame seed;2016;t;19521
Türkiye;Production;Sesame seed;2017;t;18410
Türkiye;Production;Sesame seed;2018;t;17437
Türkiye;Production;Sesame seed;2019;t;16893
Türkiye;Production;Sesame seed;2020;t;18648
Türkiye;Production;Sesame seed;2021;t;17657
Türkiye;Production;Sesame seed;2022;t;17366
Türkiye;Production;Sorghum;2012;t;114
Türkiye;Production;Sorghum;2013;t;361
Türkiye;Production;Sorghum;2014;t;81
Türkiye;Production;Sorghum;2015;t;4
Türkiye;Production;Sorghum;2016;t;3
Türkiye;Production;Sorghum;2017;t;3
Türkiye;Production;Sorghum;2018;t;3
Türkiye;Production;Sorghum;2019;t;4
Türkiye;Production;Sorghum;2020;t;5
Türkiye;Production;Sorghum;2021;t;25
Türkiye;Production;Sorghum;2022;t;17
Türkiye;Production;Sour cherries;2012;t;186443
Türkiye;Production;Sour cherries;2013;t;179752
Türkiye;Production;Sour cherries;2014;t;182577
Türkiye;Production;Sour cherries;2015;t;183500
Türkiye;Production;Sour cherries;2016;t;192500
Türkiye;Production;Sour cherries;2017;t;181874
Türkiye;Production;Sour cherries;2018;t;184167
Türkiye;Production;Sour cherries;2019;t;182165
Türkiye;Production;Sour cherries;2020;t;189184
Türkiye;Production;Sour cherries;2021;t;183757
Türkiye;Production;Sour cherries;2022;t;176770
Türkiye;Production;Soya beans;2012;t;122114
Türkiye;Production;Soya beans;2013;t;180000
Türkiye;Production;Soya beans;2014;t;150000
Türkiye;Production;Soya beans;2015;t;161000
Türkiye;Production;Soya beans;2016;t;165000
Türkiye;Production;Soya beans;2017;t;140000
Türkiye;Production;Soya beans;2018;t;140000
Türkiye;Production;Soya beans;2019;t;150000
Türkiye;Production;Soya beans;2020;t;155225
Türkiye;Production;Soya beans;2021;t;182000
Türkiye;Production;Soya beans;2022;t;155000
Türkiye;Production;Spinach;2012;t;222225
Türkiye;Production;Spinach;2013;t;220274
Türkiye;Production;Spinach;2014;t;207676
Türkiye;Production;Spinach;2015;t;208403
Türkiye;Production;Spinach;2016;t;210999
Türkiye;Production;Spinach;2017;t;222177
Türkiye;Production;Spinach;2018;t;225174
Türkiye;Production;Spinach;2019;t;229793
Türkiye;Production;Spinach;2020;t;231515
Türkiye;Production;Spinach;2021;t;218355
Türkiye;Production;Spinach;2022;t;230071
Türkiye;Production;Strawberries;2012;t;351834
Türkiye;Production;Strawberries;2013;t;372498
Türkiye;Production;Strawberries;2014;t;376070
Türkiye;Production;Strawberries;2015;t;375800
Türkiye;Production;Strawberries;2016;t;415150
Türkiye;Production;Strawberries;2017;t;400167
Türkiye;Production;Strawberries;2018;t;440968
Türkiye;Production;Strawberries;2019;t;486705
Türkiye;Production;Strawberries;2020;t;546525
Türkiye;Production;Strawberries;2021;t;669195
Türkiye;Production;Strawberries;2022;t;728112
Türkiye;Production;String beans;2012;t;84134
Türkiye;Production;String beans;2013;t;76751
Türkiye;Production;String beans;2014;t;77051
Türkiye;Production;String beans;2015;t;79704
Türkiye;Production;String beans;2016;t;88362
Türkiye;Production;String beans;2017;t;92402
Türkiye;Production;String beans;2018;t;88024
Türkiye;Production;String beans;2019;t;89860
Türkiye;Production;String beans;2020;t;88107
Türkiye;Production;String beans;2021;t;76245
Türkiye;Production;String beans;2022;t;75961
Türkiye;Production;Sugar beet;2012;t;14919940
Türkiye;Production;Sugar beet;2013;t;16488590
Türkiye;Production;Sugar beet;2014;t;16743045
Türkiye;Production;Sugar beet;2015;t;16022783
Türkiye;Production;Sugar beet;2016;t;19592731
Türkiye;Production;Sugar beet;2017;t;21149020
Türkiye;Production;Sugar beet;2018;t;17436100
Türkiye;Production;Sugar beet;2019;t;18054320
Türkiye;Production;Sugar beet;2020;t;23025738
Türkiye;Production;Sugar beet;2021;t;17767085
Türkiye;Production;Sugar beet;2022;t;19253962
Türkiye;Production;Sunflower seed;2012;t;1370000
Türkiye;Production;Sunflower seed;2013;t;1523000
Türkiye;Production;Sunflower seed;2014;t;1637900
Türkiye;Production;Sunflower seed;2015;t;1680700
Türkiye;Production;Sunflower seed;2016;t;1670716
Türkiye;Production;Sunflower seed;2017;t;1964385
Türkiye;Production;Sunflower seed;2018;t;1949229
Türkiye;Production;Sunflower seed;2019;t;2100000
Türkiye;Production;Sunflower seed;2020;t;2067004
Türkiye;Production;Sunflower seed;2021;t;2415000
Türkiye;Production;Sunflower seed;2022;t;2550000
Türkiye;Production;Sweet potatoes;2012;t;
Türkiye;Production;Sweet potatoes;2013;t;
Türkiye;Production;Sweet potatoes;2014;t;
Türkiye;Production;Sweet potatoes;2015;t;
Türkiye;Production;Sweet potatoes;2016;t;
Türkiye;Production;Sweet potatoes;2017;t;
Türkiye;Production;Sweet potatoes;2018;t;
Türkiye;Production;Sweet potatoes;2019;t;
Türkiye;Production;Sweet potatoes;2020;t;
Türkiye;Production;Sweet potatoes;2021;t;
Türkiye;Production;Sweet potatoes;2022;t;
Türkiye;Production;Tangerines, mandarins, clementines;2012;t;874832
Türkiye;Production;Tangerines, mandarins, clementines;2013;t;942226
Türkiye;Production;Tangerines, mandarins, clementines;2014;t;1046899
Türkiye;Production;Tangerines, mandarins, clementines;2015;t;1156365
Türkiye;Production;Tangerines, mandarins, clementines;2016;t;1337037
Türkiye;Production;Tangerines, mandarins, clementines;2017;t;1550469
Türkiye;Production;Tangerines, mandarins, clementines;2018;t;1650000
Türkiye;Production;Tangerines, mandarins, clementines;2019;t;1400000
Türkiye;Production;Tangerines, mandarins, clementines;2020;t;1585629
Türkiye;Production;Tangerines, mandarins, clementines;2021;t;1819000
Türkiye;Production;Tangerines, mandarins, clementines;2022;t;1865000
Türkiye;Production;Taro;2012;t;871
Türkiye;Production;Taro;2013;t;836
Türkiye;Production;Taro;2014;t;805
Türkiye;Production;Taro;2015;t;786
Türkiye;Production;Taro;2016;t;636
Türkiye;Production;Taro;2017;t;1031
Türkiye;Production;Taro;2018;t;0
Türkiye;Production;Taro;2019;t;0
Türkiye;Production;Taro;2020;t;0
Türkiye;Production;Taro;2021;t;0
Türkiye;Production;Taro;2022;t;0
Türkiye;Production;Tea leaves;2012;t;1250000
Türkiye;Production;Tea leaves;2013;t;1180000
Türkiye;Production;Tea leaves;2014;t;1266311
Türkiye;Production;Tea leaves;2015;t;1327934
Türkiye;Production;Tea leaves;2016;t;1350000
Türkiye;Production;Tea leaves;2017;t;1300000
Türkiye;Production;Tea leaves;2018;t;1480534
Türkiye;Production;Tea leaves;2019;t;1407448
Türkiye;Production;Tea leaves;2020;t;1450556
Türkiye;Production;Tea leaves;2021;t;1453964
Türkiye;Production;Tea leaves;2022;t;1269546
Türkiye;Production;Tomatoes;2012;t;11350000
Türkiye;Production;Tomatoes;2013;t;11820000
Türkiye;Production;Tomatoes;2014;t;11850000
Türkiye;Production;Tomatoes;2015;t;12615000
Türkiye;Production;Tomatoes;2016;t;12600000
Türkiye;Production;Tomatoes;2017;t;12750000
Türkiye;Production;Tomatoes;2018;t;12150000
Türkiye;Production;Tomatoes;2019;t;12841990
Türkiye;Production;Tomatoes;2020;t;13204015
Türkiye;Production;Tomatoes;2021;t;13095258
Türkiye;Production;Tomatoes;2022;t;13000000
Türkiye;Production;Triticale;2012;t;105000
Türkiye;Production;Triticale;2013;t;118000
Türkiye;Production;Triticale;2014;t;110000
Türkiye;Production;Triticale;2015;t;125000
Türkiye;Production;Triticale;2016;t;125000
Türkiye;Production;Triticale;2017;t;150000
Türkiye;Production;Triticale;2018;t;170000
Türkiye;Production;Triticale;2019;t;215090
Türkiye;Production;Triticale;2020;t;276212
Türkiye;Production;Triticale;2021;t;228000
Türkiye;Production;Triticale;2022;t;320000
Türkiye;Production;True hemp, raw or retted;2012;t;6
Türkiye;Production;True hemp, raw or retted;2013;t;1
Türkiye;Production;True hemp, raw or retted;2014;t;1
Türkiye;Production;True hemp, raw or retted;2015;t;1
Türkiye;Production;True hemp, raw or retted;2016;t;1
Türkiye;Production;True hemp, raw or retted;2017;t;1
Türkiye;Production;True hemp, raw or retted;2018;t;1
Türkiye;Production;True hemp, raw or retted;2019;t;1
Türkiye;Production;True hemp, raw or retted;2020;t;1
Türkiye;Production;True hemp, raw or retted;2021;t;1
Türkiye;Production;True hemp, raw or retted;2022;t;1
Türkiye;Production;Unmanufactured tobacco;2012;t;73285
Türkiye;Production;Unmanufactured tobacco;2013;t;93158
Türkiye;Production;Unmanufactured tobacco;2014;t;74696
Türkiye;Production;Unmanufactured tobacco;2015;t;67990
Türkiye;Production;Unmanufactured tobacco;2016;t;74238
Türkiye;Production;Unmanufactured tobacco;2017;t;93666
Türkiye;Production;Unmanufactured tobacco;2018;t;75276
Türkiye;Production;Unmanufactured tobacco;2019;t;68224
Türkiye;Production;Unmanufactured tobacco;2020;t;79081
Türkiye;Production;Unmanufactured tobacco;2021;t;71497
Türkiye;Production;Unmanufactured tobacco;2022;t;87725
Türkiye;Production;Vanilla, raw;2012;t;290
Türkiye;Production;Vanilla, raw;2013;t;279.87
Türkiye;Production;Vanilla, raw;2014;t;286.67
Türkiye;Production;Vanilla, raw;2015;t;300.39
Türkiye;Production;Vanilla, raw;2016;t;311.85
Türkiye;Production;Vanilla, raw;2017;t;323.41
Türkiye;Production;Vanilla, raw;2018;t;335.58
Türkiye;Production;Vanilla, raw;2019;t;346.04
Türkiye;Production;Vanilla, raw;2020;t;359.12
Türkiye;Production;Vanilla, raw;2021;t;372.89
Türkiye;Production;Vanilla, raw;2022;t;383.12
Türkiye;Production;Vetches;2012;t;104342
Türkiye;Production;Vetches;2013;t;114218
Türkiye;Production;Vetches;2014;t;65962
Türkiye;Production;Vetches;2015;t;67385
Türkiye;Production;Vetches;2016;t;58318
Türkiye;Production;Vetches;2017;t;37495
Türkiye;Production;Vetches;2018;t;3371
Türkiye;Production;Vetches;2019;t;3277
Türkiye;Production;Vetches;2020;t;2162
Türkiye;Production;Vetches;2021;t;1336
Türkiye;Production;Vetches;2022;t;2307
Türkiye;Production;Walnuts, in shell;2012;t;203212
Türkiye;Production;Walnuts, in shell;2013;t;212140
Türkiye;Production;Walnuts, in shell;2014;t;180807
Türkiye;Production;Walnuts, in shell;2015;t;190000
Türkiye;Production;Walnuts, in shell;2016;t;195000
Türkiye;Production;Walnuts, in shell;2017;t;210000
Türkiye;Production;Walnuts, in shell;2018;t;215000
Türkiye;Production;Walnuts, in shell;2019;t;225000
Türkiye;Production;Walnuts, in shell;2020;t;286706
Türkiye;Production;Walnuts, in shell;2021;t;325000
Türkiye;Production;Walnuts, in shell;2022;t;335000
Türkiye;Production;Watermelons;2012;t;4022296
Türkiye;Production;Watermelons;2013;t;3887324
Türkiye;Production;Watermelons;2014;t;3885617
Türkiye;Production;Watermelons;2015;t;3918558
Türkiye;Production;Watermelons;2016;t;3928892
Türkiye;Production;Watermelons;2017;t;4011313
Türkiye;Production;Watermelons;2018;t;4031174
Türkiye;Production;Watermelons;2019;t;3870515
Türkiye;Production;Watermelons;2020;t;3491554
Türkiye;Production;Watermelons;2021;t;3468717
Türkiye;Production;Watermelons;2022;t;3394783
Türkiye;Production;Wheat;2012;t;20100000
Türkiye;Production;Wheat;2013;t;22050000
Türkiye;Production;Wheat;2014;t;19000000
Türkiye;Production;Wheat;2015;t;22600000
Türkiye;Production;Wheat;2016;t;20600000
Türkiye;Production;Wheat;2017;t;21500000
Türkiye;Production;Wheat;2018;t;20000000
Türkiye;Production;Wheat;2019;t;19000000
Türkiye;Production;Wheat;2020;t;20500000
Türkiye;Production;Wheat;2021;t;17650000
Türkiye;Production;Wheat;2022;t;19750000
Ukraine;Production;Almonds, in shell;2012;t;20
Ukraine;Production;Almonds, in shell;2013;t;20
Ukraine;Production;Almonds, in shell;2014;t;8
Ukraine;Production;Almonds, in shell;2015;t;0
Ukraine;Production;Almonds, in shell;2016;t;0
Ukraine;Production;Almonds, in shell;2017;t;0
Ukraine;Production;Almonds, in shell;2018;t;0
Ukraine;Production;Almonds, in shell;2019;t;0
Ukraine;Production;Almonds, in shell;2020;t;0
Ukraine;Production;Almonds, in shell;2021;t;0
Ukraine;Production;Almonds, in shell;2022;t;0
Ukraine;Production;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;2012;t;10270
Ukraine;Production;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;2013;t;6540
Ukraine;Production;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;2014;t;6300
Ukraine;Production;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;2015;t;20600
Ukraine;Production;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;2016;t;1250
Ukraine;Production;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;2017;t;2500
Ukraine;Production;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;2018;t;950
Ukraine;Production;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;2019;t;1460
Ukraine;Production;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;2020;t;2870
Ukraine;Production;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;2021;t;3710
Ukraine;Production;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;2022;t;2870
Ukraine;Production;Apples;2012;t;1126800
Ukraine;Production;Apples;2013;t;1211400
Ukraine;Production;Apples;2014;t;1085350
Ukraine;Production;Apples;2015;t;1179570
Ukraine;Production;Apples;2016;t;1099240
Ukraine;Production;Apples;2017;t;1076180
Ukraine;Production;Apples;2018;t;1462360
Ukraine;Production;Apples;2019;t;1153970
Ukraine;Production;Apples;2020;t;1114570
Ukraine;Production;Apples;2021;t;1278870
Ukraine;Production;Apples;2022;t;1129120
Ukraine;Production;Apricots;2012;t;62900
Ukraine;Production;Apricots;2013;t;134970
Ukraine;Production;Apricots;2014;t;64520
Ukraine;Production;Apricots;2015;t;64900
Ukraine;Production;Apricots;2016;t;81290
Ukraine;Production;Apricots;2017;t;86680
Ukraine;Production;Apricots;2018;t;111670
Ukraine;Production;Apricots;2019;t;83660
Ukraine;Production;Apricots;2020;t;69480
Ukraine;Production;Apricots;2021;t;56840
Ukraine;Production;Apricots;2022;t;49710
Ukraine;Production;Barley;2012;t;6936400
Ukraine;Production;Barley;2013;t;7561640
Ukraine;Production;Barley;2014;t;9046060
Ukraine;Production;Barley;2015;t;8288380
Ukraine;Production;Barley;2016;t;9435710
Ukraine;Production;Barley;2017;t;8284890
Ukraine;Production;Barley;2018;t;7349140
Ukraine;Production;Barley;2019;t;8916780
Ukraine;Production;Barley;2020;t;7636340
Ukraine;Production;Barley;2021;t;9437020
Ukraine;Production;Barley;2022;t;5608170
Ukraine;Production;Beans, dry;2012;t;34700
Ukraine;Production;Beans, dry;2013;t;36220
Ukraine;Production;Beans, dry;2014;t;43330
Ukraine;Production;Beans, dry;2015;t;47980
Ukraine;Production;Beans, dry;2016;t;53580
Ukraine;Production;Beans, dry;2017;t;64330
Ukraine;Production;Beans, dry;2018;t;71190
Ukraine;Production;Beans, dry;2019;t;64280
Ukraine;Production;Beans, dry;2020;t;75140
Ukraine;Production;Beans, dry;2021;t;79790
Ukraine;Production;Beans, dry;2022;t;58870
Ukraine;Production;Blueberries;2012;t;1200
Ukraine;Production;Blueberries;2013;t;1300
Ukraine;Production;Blueberries;2014;t;700
Ukraine;Production;Blueberries;2015;t;600
Ukraine;Production;Blueberries;2016;t;1260
Ukraine;Production;Blueberries;2017;t;1360
Ukraine;Production;Blueberries;2018;t;1180
Ukraine;Production;Blueberries;2019;t;2390
Ukraine;Production;Blueberries;2020;t;600
Ukraine;Production;Blueberries;2021;t;140
Ukraine;Production;Blueberries;2022;t;150
Ukraine;Production;Broad beans and horse beans, dry;2012;t;5500
Ukraine;Production;Broad beans and horse beans, dry;2013;t;3640
Ukraine;Production;Broad beans and horse beans, dry;2014;t;6100
Ukraine;Production;Broad beans and horse beans, dry;2015;t;6460
Ukraine;Production;Broad beans and horse beans, dry;2016;t;3170
Ukraine;Production;Broad beans and horse beans, dry;2017;t;8060
Ukraine;Production;Broad beans and horse beans, dry;2018;t;7750
Ukraine;Production;Broad beans and horse beans, dry;2019;t;3980
Ukraine;Production;Broad beans and horse beans, dry;2020;t;11930
Ukraine;Production;Broad beans and horse beans, dry;2021;t;7030
Ukraine;Production;Broad beans and horse beans, dry;2022;t;4130
Ukraine;Production;Broad beans and horse beans, green;2012;t;600
Ukraine;Production;Broad beans and horse beans, green;2013;t;500
Ukraine;Production;Broad beans and horse beans, green;2014;t;200
Ukraine;Production;Broad beans and horse beans, green;2015;t;600
Ukraine;Production;Broad beans and horse beans, green;2016;t;433.33
Ukraine;Production;Broad beans and horse beans, green;2017;t;411.11
Ukraine;Production;Broad beans and horse beans, green;2018;t;457.81
Ukraine;Production;Broad beans and horse beans, green;2019;t;434.09
Ukraine;Production;Broad beans and horse beans, green;2020;t;434.34
Ukraine;Production;Broad beans and horse beans, green;2021;t;442.08
Ukraine;Production;Broad beans and horse beans, green;2022;t;436.83
Ukraine;Production;Buckwheat;2012;t;238700
Ukraine;Production;Buckwheat;2013;t;179020
Ukraine;Production;Buckwheat;2014;t;167440
Ukraine;Production;Buckwheat;2015;t;128100
Ukraine;Production;Buckwheat;2016;t;176430
Ukraine;Production;Buckwheat;2017;t;180440
Ukraine;Production;Buckwheat;2018;t;137010
Ukraine;Production;Buckwheat;2019;t;85020
Ukraine;Production;Buckwheat;2020;t;97640
Ukraine;Production;Buckwheat;2021;t;105780
Ukraine;Production;Buckwheat;2022;t;147690
Ukraine;Production;Cabbages;2012;t;1922360
Ukraine;Production;Cabbages;2013;t;2082510
Ukraine;Production;Cabbages;2014;t;1853560
Ukraine;Production;Cabbages;2015;t;1651760
Ukraine;Production;Cabbages;2016;t;1656440
Ukraine;Production;Cabbages;2017;t;1673360
Ukraine;Production;Cabbages;2018;t;1650760
Ukraine;Production;Cabbages;2019;t;1732920
Ukraine;Production;Cabbages;2020;t;1759190
Ukraine;Production;Cabbages;2021;t;1722580
Ukraine;Production;Cabbages;2022;t;1533450
Ukraine;Production;Cantaloupes and other melons;2012;t;145600
Ukraine;Production;Cantaloupes and other melons;2013;t;154090
Ukraine;Production;Cantaloupes and other melons;2014;t;137620
Ukraine;Production;Cantaloupes and other melons;2015;t;117440
Ukraine;Production;Cantaloupes and other melons;2016;t;115430
Ukraine;Production;Cantaloupes and other melons;2017;t;83130
Ukraine;Production;Cantaloupes and other melons;2018;t;102750
Ukraine;Production;Cantaloupes and other melons;2019;t;114360
Ukraine;Production;Cantaloupes and other melons;2020;t;94750
Ukraine;Production;Cantaloupes and other melons;2021;t;103070
Ukraine;Production;Cantaloupes and other melons;2022;t;67820
Ukraine;Production;Carrots and turnips;2012;t;915900
Ukraine;Production;Carrots and turnips;2013;t;930120
Ukraine;Production;Carrots and turnips;2014;t;890710
Ukraine;Production;Carrots and turnips;2015;t;822920
Ukraine;Production;Carrots and turnips;2016;t;876920
Ukraine;Production;Carrots and turnips;2017;t;839010
Ukraine;Production;Carrots and turnips;2018;t;841840
Ukraine;Production;Carrots and turnips;2019;t;869450
Ukraine;Production;Carrots and turnips;2020;t;862460
Ukraine;Production;Carrots and turnips;2021;t;863290
Ukraine;Production;Carrots and turnips;2022;t;748930
Ukraine;Production;Castor oil seeds;2012;t;
Ukraine;Production;Castor oil seeds;2013;t;
Ukraine;Production;Castor oil seeds;2014;t;
Ukraine;Production;Castor oil seeds;2015;t;
Ukraine;Production;Castor oil seeds;2016;t;
Ukraine;Production;Castor oil seeds;2017;t;
Ukraine;Production;Castor oil seeds;2018;t;
Ukraine;Production;Castor oil seeds;2019;t;
Ukraine;Production;Castor oil seeds;2020;t;
Ukraine;Production;Castor oil seeds;2021;t;
Ukraine;Production;Castor oil seeds;2022;t;
Ukraine;Production;Cauliflowers and broccoli;2012;t;28300
Ukraine;Production;Cauliflowers and broccoli;2013;t;23710
Ukraine;Production;Cauliflowers and broccoli;2014;t;23020
Ukraine;Production;Cauliflowers and broccoli;2015;t;25540
Ukraine;Production;Cauliflowers and broccoli;2016;t;26400
Ukraine;Production;Cauliflowers and broccoli;2017;t;59860
Ukraine;Production;Cauliflowers and broccoli;2018;t;21240
Ukraine;Production;Cauliflowers and broccoli;2019;t;22570
Ukraine;Production;Cauliflowers and broccoli;2020;t;20200
Ukraine;Production;Cauliflowers and broccoli;2021;t;17880
Ukraine;Production;Cauliflowers and broccoli;2022;t;9120
Ukraine;Production;Cereals n.e.c.;2012;t;11660
Ukraine;Production;Cereals n.e.c.;2013;t;3800
Ukraine;Production;Cereals n.e.c.;2014;t;10370
Ukraine;Production;Cereals n.e.c.;2015;t;3700
Ukraine;Production;Cereals n.e.c.;2016;t;6370
Ukraine;Production;Cereals n.e.c.;2017;t;6813.33
Ukraine;Production;Cereals n.e.c.;2018;t;5627.78
Ukraine;Production;Cereals n.e.c.;2019;t;6043.68
Ukraine;Production;Cereals n.e.c.;2020;t;6161.6
Ukraine;Production;Cereals n.e.c.;2021;t;5944.35
Ukraine;Production;Cereals n.e.c.;2022;t;6049.87
Ukraine;Production;Cherries;2012;t;72600
Ukraine;Production;Cherries;2013;t;81200
Ukraine;Production;Cherries;2014;t;67330
Ukraine;Production;Cherries;2015;t;76640
Ukraine;Production;Cherries;2016;t;63320
Ukraine;Production;Cherries;2017;t;70860
Ukraine;Production;Cherries;2018;t;84640
Ukraine;Production;Cherries;2019;t;68640
Ukraine;Production;Cherries;2020;t;63550
Ukraine;Production;Cherries;2021;t;61850
Ukraine;Production;Cherries;2022;t;58180
Ukraine;Production;Chestnuts, in shell;2012;t;250
Ukraine;Production;Chestnuts, in shell;2013;t;300
Ukraine;Production;Chestnuts, in shell;2014;t;200
Ukraine;Production;Chestnuts, in shell;2015;t;200
Ukraine;Production;Chestnuts, in shell;2016;t;233.33
Ukraine;Production;Chestnuts, in shell;2017;t;211.11
Ukraine;Production;Chestnuts, in shell;2018;t;221.37
Ukraine;Production;Chestnuts, in shell;2019;t;224.02
Ukraine;Production;Chestnuts, in shell;2020;t;224.58
Ukraine;Production;Chestnuts, in shell;2021;t;226.05
Ukraine;Production;Chestnuts, in shell;2022;t;226.29
Ukraine;Production;Chick peas, dry;2012;t;
Ukraine;Production;Chick peas, dry;2013;t;
Ukraine;Production;Chick peas, dry;2014;t;
Ukraine;Production;Chick peas, dry;2015;t;
Ukraine;Production;Chick peas, dry;2016;t;
Ukraine;Production;Chick peas, dry;2017;t;
Ukraine;Production;Chick peas, dry;2018;t;
Ukraine;Production;Chick peas, dry;2019;t;
Ukraine;Production;Chick peas, dry;2020;t;
Ukraine;Production;Chick peas, dry;2021;t;
Ukraine;Production;Chick peas, dry;2022;t;
Ukraine;Production;Chicory roots;2012;t;4180
Ukraine;Production;Chicory roots;2013;t;2410
Ukraine;Production;Chicory roots;2014;t;4170
Ukraine;Production;Chicory roots;2015;t;5880
Ukraine;Production;Chicory roots;2016;t;7360
Ukraine;Production;Chicory roots;2017;t;5803.33
