Area;Element;Item;Year;Unit;Value
Iran (Islamic Republic of);Production;Broad beans and horse beans, dry;2021;t;17918.47
Iran (Islamic Republic of);Production;Broad beans and horse beans, dry;2022;t;17709.75
Iran (Islamic Republic of);Production;Broad beans and horse beans, green;2012;t;0
Iran (Islamic Republic of);Production;Broad beans and horse beans, green;2013;t;0
Iran (Islamic Republic of);Production;Broad beans and horse beans, green;2014;t;0
Iran (Islamic Republic of);Production;Broad beans and horse beans, green;2015;t;0
Iran (Islamic Republic of);Production;Broad beans and horse beans, green;2016;t;0
Iran (Islamic Republic of);Production;Broad beans and horse beans, green;2017;t;0
Iran (Islamic Republic of);Production;Broad beans and horse beans, green;2018;t;0
Iran (Islamic Republic of);Production;Broad beans and horse beans, green;2019;t;0
Iran (Islamic Republic of);Production;Broad beans and horse beans, green;2020;t;0
Iran (Islamic Republic of);Production;Broad beans and horse beans, green;2021;t;0
Iran (Islamic Republic of);Production;Broad beans and horse beans, green;2022;t;0
Iran (Islamic Republic of);Production;Cabbages;2012;t;184759.3
Iran (Islamic Republic of);Production;Cabbages;2013;t;305231.4
Iran (Islamic Republic of);Production;Cabbages;2014;t;277704.8
Iran (Islamic Republic of);Production;Cabbages;2015;t;300393.56
Iran (Islamic Republic of);Production;Cabbages;2016;t;294443.25
Iran (Islamic Republic of);Production;Cabbages;2017;t;290847.2
Iran (Islamic Republic of);Production;Cabbages;2018;t;308134.87
Iran (Islamic Republic of);Production;Cabbages;2019;t;297808.44
Iran (Islamic Republic of);Production;Cabbages;2020;t;298930.17
Iran (Islamic Republic of);Production;Cabbages;2021;t;301624.49
Iran (Islamic Republic of);Production;Cabbages;2022;t;299454.37
Iran (Islamic Republic of);Production;Cantaloupes and other melons;2012;t;1727027.4
Iran (Islamic Republic of);Production;Cantaloupes and other melons;2013;t;1976536.9
Iran (Islamic Republic of);Production;Cantaloupes and other melons;2014;t;1945964.1
Iran (Islamic Republic of);Production;Cantaloupes and other melons;2015;t;1474719
Iran (Islamic Republic of);Production;Cantaloupes and other melons;2016;t;1490119
Iran (Islamic Republic of);Production;Cantaloupes and other melons;2017;t;1444780
Iran (Islamic Republic of);Production;Cantaloupes and other melons;2018;t;951119.77
Iran (Islamic Republic of);Production;Cantaloupes and other melons;2019;t;929042.29
Iran (Islamic Republic of);Production;Cantaloupes and other melons;2020;t;858722.17
Iran (Islamic Republic of);Production;Cantaloupes and other melons;2021;t;752897.25
Iran (Islamic Republic of);Production;Cantaloupes and other melons;2022;t;676318.43
Iran (Islamic Republic of);Production;Carrots and turnips;2012;t;189681.6
Iran (Islamic Republic of);Production;Carrots and turnips;2013;t;320008.2
Iran (Islamic Republic of);Production;Carrots and turnips;2014;t;233119.9
Iran (Islamic Republic of);Production;Carrots and turnips;2015;t;315644.65
Iran (Islamic Republic of);Production;Carrots and turnips;2016;t;320676.81
Iran (Islamic Republic of);Production;Carrots and turnips;2017;t;324601
Iran (Islamic Republic of);Production;Carrots and turnips;2018;t;229039.27
Iran (Islamic Republic of);Production;Carrots and turnips;2019;t;311126.71
Iran (Islamic Republic of);Production;Carrots and turnips;2020;t;315758.44
Iran (Islamic Republic of);Production;Carrots and turnips;2021;t;303622.93
Iran (Islamic Republic of);Production;Carrots and turnips;2022;t;324168.7
Iran (Islamic Republic of);Production;Castor oil seeds;2012;t;70.1
Iran (Islamic Republic of);Production;Castor oil seeds;2013;t;65.74
Iran (Islamic Republic of);Production;Castor oil seeds;2014;t;6
Iran (Islamic Republic of);Production;Castor oil seeds;2015;t;28.57
Iran (Islamic Republic of);Production;Castor oil seeds;2016;t;33.44
Iran (Islamic Republic of);Production;Castor oil seeds;2017;t;22.67
Iran (Islamic Republic of);Production;Castor oil seeds;2018;t;28.22
Iran (Islamic Republic of);Production;Castor oil seeds;2019;t;28.11
Iran (Islamic Republic of);Production;Castor oil seeds;2020;t;26.33
Iran (Islamic Republic of);Production;Castor oil seeds;2021;t;27.56
Iran (Islamic Republic of);Production;Castor oil seeds;2022;t;27.33
Iran (Islamic Republic of);Production;Cauliflowers and broccoli;2012;t;58000
Iran (Islamic Republic of);Production;Cauliflowers and broccoli;2013;t;54314.44
Iran (Islamic Republic of);Production;Cauliflowers and broccoli;2014;t;57593.63
Iran (Islamic Republic of);Production;Cauliflowers and broccoli;2015;t;60296.16
Iran (Islamic Republic of);Production;Cauliflowers and broccoli;2016;t;57401.41
Iran (Islamic Republic of);Production;Cauliflowers and broccoli;2017;t;58430.4
Iran (Islamic Republic of);Production;Cauliflowers and broccoli;2018;t;61448.92
Iran (Islamic Republic of);Production;Cauliflowers and broccoli;2019;t;59093.58
Iran (Islamic Republic of);Production;Cauliflowers and broccoli;2020;t;59657.63
Iran (Islamic Republic of);Production;Cauliflowers and broccoli;2021;t;60066.71
Iran (Islamic Republic of);Production;Cauliflowers and broccoli;2022;t;59605.97
Iran (Islamic Republic of);Production;Cherries;2012;t;253496
Iran (Islamic Republic of);Production;Cherries;2013;t;279429.7
Iran (Islamic Republic of);Production;Cherries;2014;t;133987
Iran (Islamic Republic of);Production;Cherries;2015;t;136000
Iran (Islamic Republic of);Production;Cherries;2016;t;140081
Iran (Islamic Republic of);Production;Cherries;2017;t;135723
Iran (Islamic Republic of);Production;Cherries;2018;t;88906.25
Iran (Islamic Republic of);Production;Cherries;2019;t;128353.51
Iran (Islamic Republic of);Production;Cherries;2020;t;153745.49
Iran (Islamic Republic of);Production;Cherries;2021;t;119779.37
Iran (Islamic Republic of);Production;Cherries;2022;t;105389.53
Iran (Islamic Republic of);Production;Chick peas, dry;2012;t;175999.8
Iran (Islamic Republic of);Production;Chick peas, dry;2013;t;194999.7
Iran (Islamic Republic of);Production;Chick peas, dry;2014;t;268734
Iran (Islamic Republic of);Production;Chick peas, dry;2015;t;193105
Iran (Islamic Republic of);Production;Chick peas, dry;2016;t;271575
Iran (Islamic Republic of);Production;Chick peas, dry;2017;t;229443
Iran (Islamic Republic of);Production;Chick peas, dry;2018;t;190353.78
Iran (Islamic Republic of);Production;Chick peas, dry;2019;t;194396.91
Iran (Islamic Republic of);Production;Chick peas, dry;2020;t;190104.31
Iran (Islamic Republic of);Production;Chick peas, dry;2021;t;172920.68
Iran (Islamic Republic of);Production;Chick peas, dry;2022;t;168142.52
Iran (Islamic Republic of);Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2012;t;3600
Iran (Islamic Republic of);Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2013;t;3591.83
Iran (Islamic Republic of);Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2014;t;3646.05
Iran (Islamic Republic of);Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2015;t;3735.15
Iran (Islamic Republic of);Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2016;t;3779.37
Iran (Islamic Republic of);Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2017;t;3821.3
Iran (Islamic Republic of);Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2018;t;3872.1
Iran (Islamic Republic of);Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2019;t;3914.2
Iran (Islamic Republic of);Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2020;t;3990.65
Iran (Islamic Republic of);Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2021;t;3925.65
Iran (Islamic Republic of);Production;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2022;t;3943.5
Iran (Islamic Republic of);Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2012;t;67453
Iran (Islamic Republic of);Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2013;t;78947.8
Iran (Islamic Republic of);Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2014;t;95402.1
Iran (Islamic Republic of);Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2015;t;90534.06
Iran (Islamic Republic of);Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2016;t;92335.44
Iran (Islamic Republic of);Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2017;t;95754.54
Iran (Islamic Republic of);Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2018;t;92874.68
Iran (Islamic Republic of);Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2019;t;93654.89
Iran (Islamic Republic of);Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2020;t;94094.7
Iran (Islamic Republic of);Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2021;t;93541.42
Iran (Islamic Republic of);Production;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2022;t;93763.67
Iran (Islamic Republic of);Production;Cucumbers and gherkins;2012;t;3003641.4
Iran (Islamic Republic of);Production;Cucumbers and gherkins;2013;t;3026092.6
Iran (Islamic Republic of);Production;Cucumbers and gherkins;2014;t;2995376.3
Iran (Islamic Republic of);Production;Cucumbers and gherkins;2015;t;1578201
Iran (Islamic Republic of);Production;Cucumbers and gherkins;2016;t;1681784
Iran (Islamic Republic of);Production;Cucumbers and gherkins;2017;t;751160
Iran (Islamic Republic of);Production;Cucumbers and gherkins;2018;t;650881.67
Iran (Islamic Republic of);Production;Cucumbers and gherkins;2019;t;703587.52
Iran (Islamic Republic of);Production;Cucumbers and gherkins;2020;t;633437.81
Iran (Islamic Republic of);Production;Cucumbers and gherkins;2021;t;571441.32
Iran (Islamic Republic of);Production;Cucumbers and gherkins;2022;t;483091.68
Iran (Islamic Republic of);Production;Dates;2012;t;1069654.7
Iran (Islamic Republic of);Production;Dates;2013;t;1014005.5
Iran (Islamic Republic of);Production;Dates;2014;t;1032804
Iran (Islamic Republic of);Production;Dates;2015;t;1032804
Iran (Islamic Republic of);Production;Dates;2016;t;1185165
Iran (Islamic Republic of);Production;Dates;2017;t;1202200
Iran (Islamic Republic of);Production;Dates;2018;t;1356683.64
Iran (Islamic Republic of);Production;Dates;2019;t;1307908.17
Iran (Islamic Republic of);Production;Dates;2020;t;1237317.09
Iran (Islamic Republic of);Production;Dates;2021;t;1168066.45
Iran (Islamic Republic of);Production;Dates;2022;t;1030459.72
Iran (Islamic Republic of);Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2012;t;
Iran (Islamic Republic of);Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2013;t;
Iran (Islamic Republic of);Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2014;t;
Iran (Islamic Republic of);Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2015;t;
Iran (Islamic Republic of);Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2016;t;
Iran (Islamic Republic of);Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2017;t;
Iran (Islamic Republic of);Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2018;t;
Iran (Islamic Republic of);Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2019;t;
Iran (Islamic Republic of);Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2020;t;
Iran (Islamic Republic of);Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2021;t;
Iran (Islamic Republic of);Production;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2022;t;
Iran (Islamic Republic of);Production;Eggplants (aubergines);2012;t;473524.6
Iran (Islamic Republic of);Production;Eggplants (aubergines);2013;t;603324.3
Iran (Islamic Republic of);Production;Eggplants (aubergines);2014;t;528309.5
Iran (Islamic Republic of);Production;Eggplants (aubergines);2015;t;639977.95
Iran (Islamic Republic of);Production;Eggplants (aubergines);2016;t;590537.25
Iran (Islamic Republic of);Production;Eggplants (aubergines);2017;t;586274.9
Iran (Islamic Republic of);Production;Eggplants (aubergines);2018;t;605596.7
Iran (Islamic Republic of);Production;Eggplants (aubergines);2019;t;594136.28
Iran (Islamic Republic of);Production;Eggplants (aubergines);2020;t;595335.96
Iran (Islamic Republic of);Production;Eggplants (aubergines);2021;t;598356.31
Iran (Islamic Republic of);Production;Eggplants (aubergines);2022;t;595942.85
Iran (Islamic Republic of);Production;Figs;2012;t;67434.2
Iran (Islamic Republic of);Production;Figs;2013;t;80255.9
Iran (Islamic Republic of);Production;Figs;2014;t;83786.5
Iran (Islamic Republic of);Production;Figs;2015;t;72647.04
Iran (Islamic Republic of);Production;Figs;2016;t;53732
Iran (Islamic Republic of);Production;Figs;2017;t;50316
Iran (Islamic Republic of);Production;Figs;2018;t;111111.35
Iran (Islamic Republic of);Production;Figs;2019;t;130327.73
Iran (Islamic Republic of);Production;Figs;2020;t;80127.85
Iran (Islamic Republic of);Production;Figs;2021;t;66789.09
Iran (Islamic Republic of);Production;Figs;2022;t;67860.55
Iran (Islamic Republic of);Production;Grapes;2012;t;2389500.8
Iran (Islamic Republic of);Production;Grapes;2013;t;2753659.3
Iran (Islamic Republic of);Production;Grapes;2014;t;2251551
Iran (Islamic Republic of);Production;Grapes;2015;t;2400000
Iran (Islamic Republic of);Production;Grapes;2016;t;1866340
Iran (Islamic Republic of);Production;Grapes;2017;t;1765538
Iran (Islamic Republic of);Production;Grapes;2018;t;1915050.16
Iran (Islamic Republic of);Production;Grapes;2019;t;1945930.49
Iran (Islamic Republic of);Production;Grapes;2020;t;1810217.81
Iran (Islamic Republic of);Production;Grapes;2021;t;1614554.5
Iran (Islamic Republic of);Production;Grapes;2022;t;1417944.06
Iran (Islamic Republic of);Production;Green garlic;2012;t;43082.8
Iran (Islamic Republic of);Production;Green garlic;2013;t;59648.5
Iran (Islamic Republic of);Production;Green garlic;2014;t;58057.3
Iran (Islamic Republic of);Production;Green garlic;2015;t;58292.23
Iran (Islamic Republic of);Production;Green garlic;2016;t;59168.87
Iran (Islamic Republic of);Production;Green garlic;2017;t;59709.25
Iran (Islamic Republic of);Production;Green garlic;2018;t;60057.54
Iran (Islamic Republic of);Production;Green garlic;2019;t;60492.93
Iran (Islamic Republic of);Production;Green garlic;2020;t;60719.54
Iran (Islamic Republic of);Production;Green garlic;2021;t;59777
Iran (Islamic Republic of);Production;Green garlic;2022;t;60091.38
Iran (Islamic Republic of);Production;Groundnuts, excluding shelled;2012;t;21556
Iran (Islamic Republic of);Production;Groundnuts, excluding shelled;2013;t;23823.2
Iran (Islamic Republic of);Production;Groundnuts, excluding shelled;2014;t;6424.9
Iran (Islamic Republic of);Production;Groundnuts, excluding shelled;2015;t;11456.76
Iran (Islamic Republic of);Production;Groundnuts, excluding shelled;2016;t;14487.24
Iran (Islamic Republic of);Production;Groundnuts, excluding shelled;2017;t;10789.63
Iran (Islamic Republic of);Production;Groundnuts, excluding shelled;2018;t;12582.07
Iran (Islamic Republic of);Production;Groundnuts, excluding shelled;2019;t;12619.65
Iran (Islamic Republic of);Production;Groundnuts, excluding shelled;2020;t;11997.12
Iran (Islamic Republic of);Production;Groundnuts, excluding shelled;2021;t;12399.61
Iran (Islamic Republic of);Production;Groundnuts, excluding shelled;2022;t;12338.79
Iran (Islamic Republic of);Production;Hazelnuts, in shell;2012;t;19531.6
Iran (Islamic Republic of);Production;Hazelnuts, in shell;2013;t;20655
Iran (Islamic Republic of);Production;Hazelnuts, in shell;2014;t;10097.8
Iran (Islamic Republic of);Production;Hazelnuts, in shell;2015;t;13516.14
Iran (Islamic Republic of);Production;Hazelnuts, in shell;2016;t;14756.31
Iran (Islamic Republic of);Production;Hazelnuts, in shell;2017;t;12790.08
Iran (Islamic Republic of);Production;Hazelnuts, in shell;2018;t;13938.48
Iran (Islamic Republic of);Production;Hazelnuts, in shell;2019;t;13828.29
Iran (Islamic Republic of);Production;Hazelnuts, in shell;2020;t;13518.95
Iran (Islamic Republic of);Production;Hazelnuts, in shell;2021;t;13921.93
Iran (Islamic Republic of);Production;Hazelnuts, in shell;2022;t;13761.85
Iran (Islamic Republic of);Production;Hempseed;2012;t;187.23
Iran (Islamic Republic of);Production;Hempseed;2013;t;190.58
Iran (Islamic Republic of);Production;Hempseed;2014;t;192.73
Iran (Islamic Republic of);Production;Hempseed;2015;t;197.08
Iran (Islamic Republic of);Production;Hempseed;2016;t;195.09
Iran (Islamic Republic of);Production;Hempseed;2017;t;196.41
Iran (Islamic Republic of);Production;Hempseed;2018;t;196.23
Iran (Islamic Republic of);Production;Hempseed;2019;t;198.3
Iran (Islamic Republic of);Production;Hempseed;2020;t;201.89
Iran (Islamic Republic of);Production;Hempseed;2021;t;198.93
Iran (Islamic Republic of);Production;Hempseed;2022;t;200.81
Iran (Islamic Republic of);Production;Jute, raw or retted;2012;t;
Iran (Islamic Republic of);Production;Jute, raw or retted;2013;t;
Iran (Islamic Republic of);Production;Jute, raw or retted;2014;t;
Iran (Islamic Republic of);Production;Jute, raw or retted;2015;t;
Iran (Islamic Republic of);Production;Jute, raw or retted;2016;t;
Iran (Islamic Republic of);Production;Jute, raw or retted;2017;t;
Iran (Islamic Republic of);Production;Jute, raw or retted;2018;t;
Iran (Islamic Republic of);Production;Jute, raw or retted;2019;t;
Iran (Islamic Republic of);Production;Jute, raw or retted;2020;t;
Iran (Islamic Republic of);Production;Jute, raw or retted;2021;t;
Iran (Islamic Republic of);Production;Jute, raw or retted;2022;t;
Iran (Islamic Republic of);Production;Kiwi fruit;2012;t;217312
Iran (Islamic Republic of);Production;Kiwi fruit;2013;t;251218
Iran (Islamic Republic of);Production;Kiwi fruit;2014;t;298939.6
Iran (Islamic Republic of);Production;Kiwi fruit;2015;t;294791.46
Iran (Islamic Republic of);Production;Kiwi fruit;2016;t;281649.69
Iran (Islamic Republic of);Production;Kiwi fruit;2017;t;303580.57
Iran (Islamic Republic of);Production;Kiwi fruit;2018;t;293340.57
Iran (Islamic Republic of);Production;Kiwi fruit;2019;t;292856.94
Iran (Islamic Republic of);Production;Kiwi fruit;2020;t;296592.69
Iran (Islamic Republic of);Production;Kiwi fruit;2021;t;294263.4
Iran (Islamic Republic of);Production;Kiwi fruit;2022;t;294571.01
Iran (Islamic Republic of);Production;Leeks and other alliaceous vegetables;2012;t;27475.1
Iran (Islamic Republic of);Production;Leeks and other alliaceous vegetables;2013;t;30435.4
Iran (Islamic Republic of);Production;Leeks and other alliaceous vegetables;2014;t;721.1
Iran (Islamic Republic of);Production;Leeks and other alliaceous vegetables;2015;t;11146.94
Iran (Islamic Republic of);Production;Leeks and other alliaceous vegetables;2016;t;14101.15
Iran (Islamic Republic of);Production;Leeks and other alliaceous vegetables;2017;t;8656.39
Iran (Islamic Republic of);Production;Leeks and other alliaceous vegetables;2018;t;11301.49
Iran (Islamic Republic of);Production;Leeks and other alliaceous vegetables;2019;t;11353.01
Iran (Islamic Republic of);Production;Leeks and other alliaceous vegetables;2020;t;10436.96
Iran (Islamic Republic of);Production;Leeks and other alliaceous vegetables;2021;t;11030.49
Iran (Islamic Republic of);Production;Leeks and other alliaceous vegetables;2022;t;10940.15
Iran (Islamic Republic of);Production;Lemons and limes;2012;t;406296.4
Iran (Islamic Republic of);Production;Lemons and limes;2013;t;427715.2
Iran (Islamic Republic of);Production;Lemons and limes;2014;t;481111.3
Iran (Islamic Republic of);Production;Lemons and limes;2015;t;512737.23
Iran (Islamic Republic of);Production;Lemons and limes;2016;t;473854.58
Iran (Islamic Republic of);Production;Lemons and limes;2017;t;489234.37
Iran (Islamic Republic of);Production;Lemons and limes;2018;t;501350.97
Iran (Islamic Republic of);Production;Lemons and limes;2019;t;488146.64
Iran (Islamic Republic of);Production;Lemons and limes;2020;t;492910.66
Iran (Islamic Republic of);Production;Lemons and limes;2021;t;494136.09
Iran (Islamic Republic of);Production;Lemons and limes;2022;t;491731.13
Iran (Islamic Republic of);Production;Lentils, dry;2012;t;70000
Iran (Islamic Republic of);Production;Lentils, dry;2013;t;80000
Iran (Islamic Republic of);Production;Lentils, dry;2014;t;71507.1
Iran (Islamic Republic of);Production;Lentils, dry;2015;t;77774
Iran (Islamic Republic of);Production;Lentils, dry;2016;t;82642
Iran (Islamic Republic of);Production;Lentils, dry;2017;t;78416.12
Iran (Islamic Republic of);Production;Lentils, dry;2018;t;79610.71
Iran (Islamic Republic of);Production;Lentils, dry;2019;t;80222.94
Iran (Islamic Republic of);Production;Lentils, dry;2020;t;79416.59
Iran (Islamic Republic of);Production;Lentils, dry;2021;t;79750.08
Iran (Islamic Republic of);Production;Lentils, dry;2022;t;79796.54
Iran (Islamic Republic of);Production;Lettuce and chicory;2012;t;657582.8
Iran (Islamic Republic of);Production;Lettuce and chicory;2013;t;224363.6
Iran (Islamic Republic of);Production;Lettuce and chicory;2014;t;411547.4
Iran (Islamic Republic of);Production;Lettuce and chicory;2015;t;510000.89
Iran (Islamic Republic of);Production;Lettuce and chicory;2016;t;381970.63
Iran (Islamic Republic of);Production;Lettuce and chicory;2017;t;444949.02
Iran (Islamic Republic of);Production;Lettuce and chicory;2018;t;445640.18
Iran (Islamic Republic of);Production;Lettuce and chicory;2019;t;424186.61
Iran (Islamic Republic of);Production;Lettuce and chicory;2020;t;438258.6
Iran (Islamic Republic of);Production;Lettuce and chicory;2021;t;436028.46
Iran (Islamic Republic of);Production;Lettuce and chicory;2022;t;432824.56
Iran (Islamic Republic of);Production;Linseed;2012;t;0
Iran (Islamic Republic of);Production;Linseed;2013;t;27
Iran (Islamic Republic of);Production;Linseed;2014;t;0
Iran (Islamic Republic of);Production;Linseed;2015;t;
Iran (Islamic Republic of);Production;Linseed;2016;t;
Iran (Islamic Republic of);Production;Linseed;2017;t;
Iran (Islamic Republic of);Production;Linseed;2018;t;
Iran (Islamic Republic of);Production;Linseed;2019;t;
Iran (Islamic Republic of);Production;Linseed;2020;t;
Iran (Islamic Republic of);Production;Linseed;2021;t;
Iran (Islamic Republic of);Production;Linseed;2022;t;
Iran (Islamic Republic of);Production;Maize (corn);2012;t;1798000
Iran (Islamic Republic of);Production;Maize (corn);2013;t;1851999
Iran (Islamic Republic of);Production;Maize (corn);2014;t;1658874.6
Iran (Islamic Republic of);Production;Maize (corn);2015;t;1168629
Iran (Islamic Republic of);Production;Maize (corn);2016;t;1170587
Iran (Islamic Republic of);Production;Maize (corn);2017;t;693510
Iran (Islamic Republic of);Production;Maize (corn);2018;t;608898.37
Iran (Islamic Republic of);Production;Maize (corn);2019;t;649747.79
Iran (Islamic Republic of);Production;Maize (corn);2020;t;585298.49
Iran (Islamic Republic of);Production;Maize (corn);2021;t;437878.95
Iran (Islamic Republic of);Production;Maize (corn);2022;t;320169.71
Iran (Islamic Republic of);Production;Mangoes, guavas and mangosteens;2012;t;26350
Iran (Islamic Republic of);Production;Mangoes, guavas and mangosteens;2013;t;42728.8
Iran (Islamic Republic of);Production;Mangoes, guavas and mangosteens;2014;t;43339.5
Iran (Islamic Republic of);Production;Mangoes, guavas and mangosteens;2015;t;42573.62
Iran (Islamic Republic of);Production;Mangoes, guavas and mangosteens;2016;t;43406.58
Iran (Islamic Republic of);Production;Mangoes, guavas and mangosteens;2017;t;42576.19
Iran (Islamic Republic of);Production;Mangoes, guavas and mangosteens;2018;t;42734
Iran (Islamic Republic of);Production;Mangoes, guavas and mangosteens;2019;t;42762
Iran (Islamic Republic of);Production;Mangoes, guavas and mangosteens;2020;t;42804
Iran (Islamic Republic of);Production;Mangoes, guavas and mangosteens;2021;t;44336.81
Iran (Islamic Republic of);Production;Mangoes, guavas and mangosteens;2022;t;46087.39
Iran (Islamic Republic of);Production;Melonseed;2012;t;57929.9
Iran (Islamic Republic of);Production;Melonseed;2013;t;46703.3
Iran (Islamic Republic of);Production;Melonseed;2014;t;19046.1
Iran (Islamic Republic of);Production;Melonseed;2015;t;25141.9
Iran (Islamic Republic of);Production;Melonseed;2016;t;30738.84
Iran (Islamic Republic of);Production;Melonseed;2017;t;24975.61
Iran (Islamic Republic of);Production;Melonseed;2018;t;26952.12
Iran (Islamic Republic of);Production;Melonseed;2019;t;27555.52
Iran (Islamic Republic of);Production;Melonseed;2020;t;26494.42
Iran (Islamic Republic of);Production;Melonseed;2021;t;27000.69
Iran (Islamic Republic of);Production;Melonseed;2022;t;27016.88
Iran (Islamic Republic of);Production;Millet;2012;t;34764.2
Iran (Islamic Republic of);Production;Millet;2013;t;8948.8
Iran (Islamic Republic of);Production;Millet;2014;t;10173.1
Iran (Islamic Republic of);Production;Millet;2015;t;14762.94
Iran (Islamic Republic of);Production;Millet;2016;t;11294.95
Iran (Islamic Republic of);Production;Millet;2017;t;12077
Iran (Islamic Republic of);Production;Millet;2018;t;12711.63
Iran (Islamic Republic of);Production;Millet;2019;t;12027.86
Iran (Islamic Republic of);Production;Millet;2020;t;12272.16
Iran (Islamic Republic of);Production;Millet;2021;t;12337.22
Iran (Islamic Republic of);Production;Millet;2022;t;12212.41
Iran (Islamic Republic of);Production;Mushrooms and truffles;2012;t;93560
Iran (Islamic Republic of);Production;Mushrooms and truffles;2013;t;103693.8
Iran (Islamic Republic of);Production;Mushrooms and truffles;2014;t;118775
Iran (Islamic Republic of);Production;Mushrooms and truffles;2015;t;94152.19
Iran (Islamic Republic of);Production;Mushrooms and truffles;2016;t;62957
Iran (Islamic Republic of);Production;Mushrooms and truffles;2017;t;60000
Iran (Islamic Republic of);Production;Mushrooms and truffles;2018;t;59572.46
Iran (Islamic Republic of);Production;Mushrooms and truffles;2019;t;68036.74
Iran (Islamic Republic of);Production;Mushrooms and truffles;2020;t;67738.17
Iran (Islamic Republic of);Production;Mushrooms and truffles;2021;t;67609.85
Iran (Islamic Republic of);Production;Mushrooms and truffles;2022;t;67481.53
Iran (Islamic Republic of);Production;Mustard seed;2012;t;4.33
Iran (Islamic Republic of);Production;Mustard seed;2013;t;4.44
Iran (Islamic Republic of);Production;Mustard seed;2014;t;1
Iran (Islamic Republic of);Production;Mustard seed;2015;t;4.29
Iran (Islamic Republic of);Production;Mustard seed;2016;t;3.24
Iran (Islamic Republic of);Production;Mustard seed;2017;t;2.84
Iran (Islamic Republic of);Production;Mustard seed;2018;t;3.46
Iran (Islamic Republic of);Production;Mustard seed;2019;t;3.18
Iran (Islamic Republic of);Production;Mustard seed;2020;t;3.16
Iran (Islamic Republic of);Production;Mustard seed;2021;t;3.26
Iran (Islamic Republic of);Production;Mustard seed;2022;t;3.2
Iran (Islamic Republic of);Production;Olives;2012;t;69480
Iran (Islamic Republic of);Production;Olives;2013;t;98810
Iran (Islamic Republic of);Production;Olives;2014;t;43797
Iran (Islamic Republic of);Production;Olives;2015;t;85498.51
Iran (Islamic Republic of);Production;Olives;2016;t;93995.91
Iran (Islamic Republic of);Production;Olives;2017;t;137869
Iran (Islamic Republic of);Production;Olives;2018;t;85913.18
Iran (Islamic Republic of);Production;Olives;2019;t;101355.11
Iran (Islamic Republic of);Production;Olives;2020;t;102086.88
Iran (Islamic Republic of);Production;Olives;2021;t;78235.06
Iran (Islamic Republic of);Production;Olives;2022;t;114599.87
Iran (Islamic Republic of);Production;Onions and shallots, dry (excluding dehydrated);2012;t;1938000
Iran (Islamic Republic of);Production;Onions and shallots, dry (excluding dehydrated);2013;t;2050000
Iran (Islamic Republic of);Production;Onions and shallots, dry (excluding dehydrated);2014;t;2065502.3
Iran (Islamic Republic of);Production;Onions and shallots, dry (excluding dehydrated);2015;t;2426050
Iran (Islamic Republic of);Production;Onions and shallots, dry (excluding dehydrated);2016;t;2400585
Iran (Islamic Republic of);Production;Onions and shallots, dry (excluding dehydrated);2017;t;1700943
Iran (Islamic Republic of);Production;Onions and shallots, dry (excluding dehydrated);2018;t;1517677.27
Iran (Islamic Republic of);Production;Onions and shallots, dry (excluding dehydrated);2019;t;1980683.33
Iran (Islamic Republic of);Production;Onions and shallots, dry (excluding dehydrated);2020;t;2095975.99
Iran (Islamic Republic of);Production;Onions and shallots, dry (excluding dehydrated);2021;t;2365544.23
